MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:87963	Agt	angiotensinogen (serpin peptidase inhibitor, clade A, member 8)	8		regulation of renal output by angiotensin	regulates a function/process that has the participant metanephros		IMP	MGI:2136636 	J:46506 J:78698 	
MGI:87963	Agt	angiotensinogen (serpin peptidase inhibitor, clade A, member 8)	8		regulation of systemic arterial blood pressure by circulatory renin-angiotensin			IMP	MGI:1857121 	J:102953 	
MGI:87963	Agt	angiotensinogen (serpin peptidase inhibitor, clade A, member 8)	8		regulation of systemic arterial blood pressure by circulatory renin-angiotensin			IMP	MGI:2136636 	J:21887 J:46506 J:53591 J:73163 J:78698 	
MGI:87963	Agt	angiotensinogen (serpin peptidase inhibitor, clade A, member 8)	8		regulation of systemic arterial blood pressure by circulatory renin-angiotensin			IMP	MGI:2183545 	J:46007 	
MGI:87963	Agt	angiotensinogen (serpin peptidase inhibitor, clade A, member 8)	8		renal response to blood flow involved in circulatory renin-angiotensin regulation of systemic arterial blood pressure	has the participant metanephros		IMP		J:73163 	
MGI:87963	Agt	angiotensinogen (serpin peptidase inhibitor, clade A, member 8)	8		renin-angiotensin regulation of aldosterone production			IMP	MGI:2136636 	J:53591 J:78698 	
MGI:87963	Agt	angiotensinogen (serpin peptidase inhibitor, clade A, member 8)	8		renin-angiotensin regulation of aldosterone production			ISO	RGD:2069 	J:155856 	
MGI:87964	Agtr1a	angiotensin II receptor, type 1a	13		brain renin-angiotensin system			IMP		J:121666 	
MGI:87964	Agtr1a	angiotensin II receptor, type 1a	13		brain renin-angiotensin system	has the participant brain		IMP	MGI:1857147 	J:103184 	
MGI:87964	Agtr1a	angiotensin II receptor, type 1a	13		regulation of renal output by angiotensin	regulates a function/process that has the participant metanephros		IMP	MGI:1857147 	J:78903 	
MGI:87964	Agtr1a	angiotensin II receptor, type 1a	13		regulation of systemic arterial blood pressure by circulatory renin-angiotensin			IGI	MGI:87965 	J:46007 	
MGI:87964	Agtr1a	angiotensin II receptor, type 1a	13		renin secretion into blood stream			IMP	MGI:1857147 	J:78903 	
MGI:87964	Agtr1a	angiotensin II receptor, type 1a	13		renin-angiotensin regulation of aldosterone production			IMP	MGI:1857147 	J:78903 	
MGI:87964	Agtr1a	angiotensin II receptor, type 1a	13		renin-angiotensin regulation of aldosterone production			ISO	RGD:2070 	J:155856 	
MGI:87965	Agtr1b	angiotensin II receptor, type 1b	3	NOT	brain renin-angiotensin system	has the participant brain		IMP	MGI:2157020 	J:103184 	
MGI:87965	Agtr1b	angiotensin II receptor, type 1b	3		regulation of systemic arterial blood pressure by circulatory renin-angiotensin			IGI	MGI:87964 	J:46007 	
MGI:87966	Agtr2	angiotensin II receptor, type 2	X		aldosterone secretion			ISO	RGD:2072 	J:155856 	
MGI:87966	Agtr2	angiotensin II receptor, type 2	X		angiotensin-mediated vasodilation involved in regulation of systemic arterial blood pressure	has the participant aorta		IMP	MGI:1857123 	J:56635 	
MGI:87966	Agtr2	angiotensin II receptor, type 2	X		brain renin-angiotensin system	has the participant pallidum		IDA		J:51954 	
MGI:87966	Agtr2	angiotensin II receptor, type 2	X		regulation of systemic arterial blood pressure by circulatory renin-angiotensin			IMP		J:29457 	
MGI:87966	Agtr2	angiotensin II receptor, type 2	X		renin-angiotensin regulation of aldosterone production			ISO	RGD:2072 	J:155856 	
MGI:1353624	Apln	apelin	X		positive regulation of corticotropin secretion			ISO	RGD:620672 	J:155856 	
MGI:103201	Aqp1	aquaporin 1	6		corticotropin secretion	happens in adenohypophysis pars anterior		IMP	MGI:1857807 	J:138417 	
MGI:1917745	Atp6ap2	ATPase, H+ transporting, lysosomal accessory protein 2	X		angiotensin maturation			ISO	O75787 	J:164563 	
MGI:1859216	Avpr1a	arginine vasopressin receptor 1A	10		regulation of systemic arterial blood pressure by vasopressin			IBA	PTN000662574 	J:265628 	
MGI:1859216	Avpr1a	arginine vasopressin receptor 1A	10		regulation of systemic arterial blood pressure by vasopressin			IGI	MGI:1347010 MGI:94927 	J:95908 	
MGI:1347010	Avpr1b	arginine vasopressin receptor 1B	1		regulation of systemic arterial blood pressure by vasopressin			IBA	PTN000662574 	J:265628 	
MGI:1347010	Avpr1b	arginine vasopressin receptor 1B	1		regulation of systemic arterial blood pressure by vasopressin			IGI	MGI:1859216 MGI:94927 	J:95908 	
MGI:88123	Avpr2	arginine vasopressin receptor 2	X		regulation of systemic arterial blood pressure by vasopressin			IBA	PTN000662574 	J:265628 	
MGI:88182	Bmp6	bone morphogenetic protein 6	13		positive regulation of aldosterone secretion			ISO	RGD:2214 	J:155856 	
MGI:1919254	C1qtnf1	C1q and tumor necrosis factor related protein 1	11		positive regulation of aldosterone secretion			ISO	Q9BXJ1 	J:164563 	
MGI:1932136	C1qtnf3	C1q and tumor necrosis factor related protein 3	15		positive regulation of adiponectin secretion	generates UniProtKB:Q60994		IDA		J:188900 	
MGI:1932136	C1qtnf3	C1q and tumor necrosis factor related protein 3	15		positive regulation of adiponectin secretion			ISO	Q9BXJ4 	J:164563 	
MGI:88390	Cga	glycoprotein hormones, alpha subunit	4		follicle-stimulating hormone secretion	happens in pituitary gland		IMP	MGI:1857152 	J:51465 	
MGI:88390	Cga	glycoprotein hormones, alpha subunit	4		luteinizing hormone secretion	happens in pituitary gland		IMP	MGI:1857152 	J:51465 	
MGI:1349451	Corin	corin, serine peptidase	5		regulation of systemic arterial blood pressure by atrial natriuretic peptide			IMP		J:96458 J:183869 	
MGI:1349451	Corin	corin, serine peptidase	5		regulation of systemic arterial blood pressure by atrial natriuretic peptide			ISO	Q9Y5Q5 	J:164563 	
MGI:88479	Cpa3	carboxypeptidase A3, mast cell	3		regulation of angiotensin levels in blood			IGI	MGI:96940 	J:91787 	
MGI:88496	Crh	corticotropin releasing hormone	3		negative regulation of luteinizing hormone secretion			ISO	RGD:620505 	J:155856 	
MGI:88496	Crh	corticotropin releasing hormone	3		positive regulation of corticosterone secretion			ISO	RGD:620505 	J:155856 	
MGI:88496	Crh	corticotropin releasing hormone	3		positive regulation of corticotropin secretion			ISO	RGD:620505 	J:155856 	
MGI:88496	Crh	corticotropin releasing hormone	3		positive regulation of corticotropin secretion			ISO	P06850 	J:164563 	
MGI:88496	Crh	corticotropin releasing hormone	3		positive regulation of cortisol secretion			IBA	PTN001030516 	J:265628 	
MGI:88496	Crh	corticotropin releasing hormone	3		positive regulation of cortisol secretion			ISO	P06850 	J:164563 	
MGI:88497	Crhbp	corticotropin releasing hormone binding protein	13		negative regulation of corticotropin secretion			IBA	PTN000031419 	J:265628 	
MGI:88497	Crhbp	corticotropin releasing hormone binding protein	13		negative regulation of corticotropin secretion			ISO	RGD:2403 	J:155856 	
MGI:88497	Crhbp	corticotropin releasing hormone binding protein	13		negative regulation of corticotropin secretion			ISO	P24387 	J:164563 	
MGI:88497	Crhbp	corticotropin releasing hormone binding protein	13		regulation of corticotropin secretion			ISO	P24387 	J:164563 	
MGI:88498	Crhr1	corticotropin releasing hormone receptor 1	11		corticotropin secretion			IMP		J:48280 	
MGI:88498	Crhr1	corticotropin releasing hormone receptor 1	11		regulation of corticosterone secretion			IMP		J:48280 	
MGI:894312	Crhr2	corticotropin releasing hormone receptor 2	6		negative regulation of follicle-stimulating hormone secretion			ISO	RGD:70547 	J:155856 	
MGI:894312	Crhr2	corticotropin releasing hormone receptor 2	6		negative regulation of luteinizing hormone secretion			ISO	RGD:70547 	J:155856 	
MGI:1270841	Cry1	cryptochrome 1 (photolyase-like)	10		negative regulation of glucocorticoid secretion			IGI	Q9R194 	J:198214 	
MGI:1270859	Cry2	cryptochrome 2 (photolyase-like)	2		negative regulation of glucocorticoid secretion			IGI	P97784 	J:198214 	
MGI:1316658	Cyba	cytochrome b-245, alpha polypeptide	8		negative regulation of glomerular filtration by angiotensin			ISO	RGD:620573 	J:155856 	
MGI:1270149	Cyp2j5	cytochrome P450, family 2, subfamily j, polypeptide 5	4		angiotensin-mediated vasoconstriction involved in regulation of systemic arterial blood pressure			IMP	MGI:3836754 	J:146047 	
MGI:1270149	Cyp2j5	cytochrome P450, family 2, subfamily j, polypeptide 5	4		positive regulation of estrogen secretion			IMP	MGI:3836754 	J:146047 	
MGI:1270149	Cyp2j5	cytochrome P450, family 2, subfamily j, polypeptide 5	4		regulation of systemic arterial blood pressure by hormone			IMP	MGI:3836754 	J:146047 	
MGI:88583	Cyp11b1	cytochrome P450, family 11, subfamily b, polypeptide 1	15		regulation of blood volume by renal aldosterone			ISO	P19099 	J:164563 	
MGI:88584	Cyp11b2	cytochrome P450, family 11, subfamily b, polypeptide 2	15		regulation of blood volume by renal aldosterone	regulates a function/process that has the participant metanephros		IMP	MGI:3582593 	J:104084 	
MGI:88584	Cyp11b2	cytochrome P450, family 11, subfamily b, polypeptide 2	15		regulation of systemic arterial blood pressure by circulatory renin-angiotensin	regulates a function/process that has the participant plasma		IMP	MGI:3582593 	J:104084 	
MGI:109175	Dab2	disabled 2, mitogen-responsive phosphoprotein	15		positive regulation of aldosterone secretion			ISO	RGD:621007 	J:155856 	
MGI:94925	Drd3	dopamine receptor D3	16		regulation of blood volume by renin-angiotensin			IGI	MGI:87964 	J:115136 	
MGI:94925	Drd3	dopamine receptor D3	16		regulation of blood volume by renin-angiotensin	regulates a function/process that has the participant metanephros		IMP	MGI:1857159 	J:115136 	
MGI:94927	Drd5	dopamine receptor D5	5		regulation of systemic arterial blood pressure by vasopressin			IGI	MGI:1347010 MGI:1859216 	J:95908 	
MGI:1101357	Ece1	endothelin converting enzyme 1	4		endothelin maturation			ISO	P42892 	J:164563 	
MGI:1926146	Ecrg4	ECRG4 augurin precursor	1		positive regulation of corticosterone secretion			ISO	Q9H1Z8 	J:164563 	
MGI:1926146	Ecrg4	ECRG4 augurin precursor	1		positive regulation of corticotropin secretion			ISO	Q9H1Z8 	J:164563 	
MGI:95283	Edn1	endothelin 1	13		regulation of systemic arterial blood pressure by endothelin			ISO	P05305 	J:164563 	
MGI:95284	Edn2	endothelin 2	4		regulation of systemic arterial blood pressure by endothelin			ISO	P20800 	J:164563 	
MGI:95285	Edn3	endothelin 3	2		regulation of systemic arterial blood pressure by endothelin			ISO	P14138 	J:164563 	
MGI:106645	Enpep	glutamyl aminopeptidase	3		angiotensin maturation			IEA	IPR033508 	J:72247 	
MGI:106645	Enpep	glutamyl aminopeptidase	3		regulation of systemic arterial blood pressure by renin-angiotensin			ISO	Q07075 	J:164563 	
MGI:101802	F2r	coagulation factor II (thrombin) receptor	13		negative regulation of renin secretion into blood stream			IDA		J:182471 	
MGI:101910	F2rl1	coagulation factor II (thrombin) receptor-like 1	13		positive regulation of renin secretion into blood stream			IDA		J:182471 	
MGI:2442910	Fam129b	family with sequence similarity 129, member B	2		gonadotropin secretion			ISO	Q96TA1 	J:164563 	
MGI:95522	Fgfr1	fibroblast growth factor receptor 1	8		positive regulation of parathyroid hormone secretion			IGI	MGI:95525 	J:206158 	
MGI:95525	Fgfr4	fibroblast growth factor receptor 4	13		positive regulation of parathyroid hormone secretion			IGI	MGI:95522 	J:206158 	
MGI:1347463	Foxd1	forkhead box D1	13		luteinizing hormone secretion			IMP		J:195620 	
MGI:1349428	Foxl2	forkhead box L2	9		positive regulation of follicle-stimulating hormone secretion			IGI	MGI:894293 	J:214944 	
MGI:1349428	Foxl2	forkhead box L2	9		positive regulation of luteinizing hormone secretion			IGI	MGI:894293 	J:214944 	
MGI:108520	Fzd4	frizzled class receptor 4	7		progesterone secretion	happens in serum		IMP	MGI:2387667 	J:115734 	
MGI:105979	G6pdx	glucose-6-phosphate dehydrogenase X-linked	X		angiotensin-mediated vasoconstriction involved in regulation of systemic arterial blood pressure			IMP	MGI:2182739 	J:116392 	
MGI:105979	G6pdx	glucose-6-phosphate dehydrogenase X-linked	X		angiotensin-mediated vasodilation involved in regulation of systemic arterial blood pressure			IMP	MGI:2182739 	J:116392 	
MGI:95637	Gal	galanin and GMAP prepropeptide	19		positive regulation of cortisol secretion			ISO	P22466 	J:164563 	
MGI:1096364	Galr1	galanin receptor 1	18		positive regulation of cortisol secretion			ISO	P47211 	J:164563 	
MGI:95663	Gata3	GATA binding protein 3	2		parathyroid hormone secretion			IMP	MGI:2181201 	J:161634 	
MGI:95692	Gdf9	growth differentiation factor 9	11		regulation of progesterone secretion			ISO	O60383 	J:164563 	
MGI:1930008	Ghrl	ghrelin	6		positive regulation of corticotropin secretion			ISO	Q9UBU3 	J:164563 	
MGI:1930008	Ghrl	ghrelin	6		positive regulation of cortisol secretion			ISO	Q9UBU3 	J:164563 	
MGI:95713	Gja1	gap junction protein, alpha 1	10		negative regulation of gonadotropin secretion			ISO	P17302 	J:164563 	
MGI:95716	Gja5	gap junction protein, alpha 5	3		regulation of renin secretion into blood stream			IMP	MGI:2445238 	J:133709 	
MGI:95777	Gnas	GNAS (guanine nucleotide binding protein, alpha stimulating) complex locus	2		regulation of parathyroid hormone secretion			IMP	MGI:3043369 	J:97229 	
MGI:1933383	Hcar2	hydroxycarboxylic acid receptor 2	5		positive regulation of adiponectin secretion			ISO	RGD:727952 	J:155856 	
MGI:104720	Hsd11b2	hydroxysteroid 11-beta dehydrogenase 2	8		regulation of blood volume by renal aldosterone			ISO	RGD:2835 	J:155856 	
MGI:96543	Il1b	interleukin 1 beta	2		negative regulation of adiponectin secretion			IDA		J:143678 	
MGI:96569	Inha	inhibin alpha	1		negative regulation of follicle-stimulating hormone secretion			ISO	RGD:2912 	J:155856 	
MGI:96570	Inhba	inhibin beta-A	13		progesterone secretion			ISO	P08476 	J:164563 	
MGI:96570	Inhba	inhibin beta-A	13		regulation of follicle-stimulating hormone secretion			ISO	P08476 	J:164563 	
MGI:96571	Inhbb	inhibin beta-B	1		negative regulation of follicle-stimulating hormone secretion			ISO	P09529 	J:164563 	
MGI:96571	Inhbb	inhibin beta-B	1		positive regulation of follicle-stimulating hormone secretion			ISO	P09529 	J:164563 	
MGI:2663985	Kiss1	KiSS-1 metastasis-suppressor	1		positive regulation of luteinizing hormone secretion			ISO	RGD:727850 	J:155856 	
MGI:891981	Klk1b26	kallikrein 1-related petidase b26	7		brain renin-angiotensin system			IDA		J:121666 	
MGI:96680	Kras	Kirsten rat sarcoma viral oncogene homolog	6		endocrine signaling			IMP		J:215828 	
MGI:96787	Lif	leukemia inhibitory factor	11		positive regulation of corticotropin secretion			ISO	RGD:620865 	J:155856 	
MGI:96940	Mcpt4	mast cell protease 4	14		regulation of angiotensin levels in blood			IGI	MGI:88479 	J:91787 	
MGI:96982	Mif	macrophage migration inhibitory factor (glycosylation-inhibiting factor)	10		brain renin-angiotensin system			ISO	RGD:621163 	J:155856 	
MGI:97040	Ndst2	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 2	14		regulation of angiotensin levels in blood			IMP		J:91787 	
MGI:108067	Nkx2-1	NK2 homeobox 1	12		regulation of blood volume by renin-angiotensin			ISO	RGD:3866 	J:155856 	
MGI:97352	Nkx3-1	NK3 homeobox 1	14		positive regulation of androgen secretion			ISO	Q99801 	J:164563 	
MGI:97362	Nos3	nitric oxide synthase 3, endothelial cell	5		regulation of systemic arterial blood pressure by endothelin			ISO	P29474 	J:164563 	
MGI:2450016	Nox1	NADPH oxidase 1	X		regulation of systemic arterial blood pressure by renin-angiotensin			IMP	MGI:3616995 	J:105425 	
MGI:1926488	Npvf	neuropeptide VF precursor	6		negative regulation of gonadotropin secretion			ISO	Q9HCQ7 	J:164563 	
MGI:2157548	Olfr78	olfactory receptor 78	7		positive regulation of renin secretion into blood stream			IMP		J:211233 	
MGI:97439	Oprk1	opioid receptor, kappa 1	1		negative regulation of luteinizing hormone secretion			ISO	RGD:69426 	J:155856 	
MGI:109147	Oxtr	oxytocin receptor	6		regulation of systemic arterial blood pressure by vasopressin			IBA	PTN000662574 	J:265628 	
MGI:1916672	Pex5l	peroxisomal biogenesis factor 5-like	3		positive regulation of corticotropin secretion			ISO	RGD:708407 	J:155856 	
MGI:97742	Pomc	pro-opiomelanocortin-alpha	12		regulation of corticosterone secretion			IBA	PTN000151801 	J:265628 	
MGI:97742	Pomc	pro-opiomelanocortin-alpha	12		regulation of corticosterone secretion			IMP	MGI:2687084 	J:179468 	
MGI:99511	Ptpn11	protein tyrosine phosphatase, non-receptor type 11	5		negative regulation of cortisol secretion			IMP	MGI:3522021 	J:94738 	
MGI:2442982	Rab8b	RAB8B, member RAS oncogene family	9		positive regulation of corticotropin secretion			ISO	RGD:628764 	J:155856 	
MGI:1923017	Rab11fip1	RAB11 family interacting protein 1 (class I)	8		negative regulation of adiponectin secretion			ISO	Q6WKZ4 	J:164563 	
MGI:2444431	Rab11fip3	RAB11 family interacting protein 3 (class II)	17		negative regulation of adiponectin secretion			ISO	O75154 	J:164563 	
MGI:1098586	Rab11fip5	RAB11 family interacting protein 5 (class I)	6		negative regulation of adiponectin secretion			ISO	Q9BXF6 	J:164563 	
MGI:2685575	Rasl10b	RAS-like, family 10, member B	11		regulation of systemic arterial blood pressure by atrial natriuretic peptide			IMP		J:187574 	
MGI:97898	Ren1	renin 1 structural	1		angiotensin maturation			IBA	PTN000342885 	J:265628 	
MGI:97898	Ren1	renin 1 structural	1		angiotensin maturation	has the participant plasma		IMP	MGI:2136642 	J:59299 	
MGI:97898	Ren1	renin 1 structural	1		angiotensin maturation			ISO	RGD:3554 	J:155856 	
MGI:97898	Ren1	renin 1 structural	1		angiotensin maturation			ISO	P00797 	J:164563 	
MGI:97898	Ren1	renin 1 structural	1		regulation of blood volume by renin-angiotensin	regulates a function/process that has the participant metanephros		IMP	MGI:2136642 	J:59299 	
MGI:97898	Ren1	renin 1 structural	1		renin-angiotensin regulation of aldosterone production	has the participant fat cell		IDA		J:149618 	
MGI:97899	Ren2	renin 2 tandem duplication of Ren1	1		angiotensin maturation			IBA	PTN000342885 	J:265628 	
MGI:1888506	Retn	resistin	8		positive regulation of progesterone secretion			ISO	RGD:628781 	J:155856 	
MGI:1096342	Rhoa	ras homolog family member A	9		angiotensin-mediated vasoconstriction involved in regulation of systemic arterial blood pressure			IMP		J:221301 	
MGI:1096342	Rhoa	ras homolog family member A	9		regulation of systemic arterial blood pressure by endothelin			IMP		J:221301 	
MGI:1342290	Rps6ka2	ribosomal protein S6 kinase, polypeptide 2	17		brain renin-angiotensin system			IDA		J:121666 	
MGI:99852	Runx1	runt related transcription factor 1	16		positive regulation of progesterone secretion			ISO	RGD:2283 	J:155856 	
MGI:2149786	Selenom	selenoprotein M	11		corticosterone secretion			IMP	MGI:3812975 	J:203545 	
MGI:107173	Serpinf2	serine (or cysteine) peptidase inhibitor, clade F, member 2	11		regulation of blood vessel diameter by renin-angiotensin			IMP		J:160044 	
MGI:894293	Smad4	SMAD family member 4	18		positive regulation of follicle-stimulating hormone secretion			IGI	MGI:1349428 	J:214944 	
MGI:894293	Smad4	SMAD family member 4	18		positive regulation of follicle-stimulating hormone secretion			IMP	MGI:2386394 	J:214944 	
MGI:894293	Smad4	SMAD family member 4	18		positive regulation of luteinizing hormone secretion			IGI	MGI:1349428 	J:214944 	
MGI:894293	Smad4	SMAD family member 4	18		positive regulation of luteinizing hormone secretion			IMP	MGI:2386394 	J:214944 	
MGI:1934135	Sucnr1	succinate receptor 1	3		renin secretion into blood stream			IMP	MGI:3528754 	J:137706 	
MGI:98474	Tac1	tachykinin 1	6		positive regulation of corticosterone secretion			ISO	RGD:3807 	J:155856 	
MGI:98475	Tacr1	tachykinin receptor 1	6		angiotensin-mediated drinking behavior			ISO	RGD:3811 	J:155856 	
MGI:98477	Tacr2	tachykinin receptor 2	10		negative regulation of luteinizing hormone secretion			ISO	RGD:3812 	J:155856 	
MGI:98495	Tbx3	T-box 3	5		follicle-stimulating hormone secretion			ISO	O15119 	J:164563 	
MGI:98495	Tbx3	T-box 3	5		luteinizing hormone secretion			ISO	O15119 	J:164563 	
MGI:2684999	Tmf1	TATA element modulatory factor 1	6		luteinizing hormone secretion			IMP	MGI:4867392 	J:193786 	
MGI:1927259	Trpv6	transient receptor potential cation channel, subfamily V, member 6	6		parathyroid hormone secretion			IMP	MGI:3778644 	J:133151 	
MGI:1276123	Ucn	urocortin	5		positive regulation of corticotropin secretion			ISO	RGD:3929 	J:155856 	
MGI:1276123	Ucn	urocortin	5		positive regulation of corticotropin secretion			ISO	P55089 	J:164563 	
MGI:2176375	Ucn2	urocortin 2	9		negative regulation of follicle-stimulating hormone secretion			ISO	RGD:620765 	J:155856 	
MGI:2176375	Ucn2	urocortin 2	9		negative regulation of luteinizing hormone secretion			ISO	RGD:620765 	J:155856 	

